book_id,genres,image_url,isbn,page_num,pub_year,rating,title,writer
4071,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1409269308M/4162673.JPG,62498533,157,2008,4,THE PRIVATE PATIENT (ADAM DALGLIESH #14),P.D. JAMES
4072,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1336254717M/13414446.JPG,399256768,161,2013,4,"PRODIGY (LEGEND, #2)",MARIE LU
4073,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1373920729M/175004.JPG,141439963,165,2003,4,"EAGLE STRIKE (ALEX RIDER, #4)",ANTHONY HOROWITZ
4074,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1424369518M/28735.JPG,743218574,115,1991,4,BY THE SWORD (VALDEMAR),MERCEDES LACKEY
4075,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329232329M/263145.JPG,10985,125,2005,4,"VAMPIRE KNIGHT, VOL. 1 (VAMPIRE KNIGHT, #1)","MATSURI HINO, TOMO KIMURA"
4076,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364277893M/17465453.JPG,670024856,172,2012,4,THE SIGNATURE OF ALL THINGS,ELIZABETH GILBERT
4077,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364848267M/16248196.JPG,810987880,164,2011,4,THE ART OF THINKING CLEARLY,ROLF DOBELLI
4078,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1412047084M/4122.JPG,60566108,140,1994,4,BUILT TO LAST: SUCCESSFUL HABITS OF VISIONARY COMPANIES,"JAMES C. COLLINS, JERRY I. PORRAS"
4079,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309210198M/394841.JPG,140446362,119,2004,4,TRAVEL TEAM,MIKE LUPICA
4080,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375588741M/13079.JPG,60788194,142,2004,4,SKINNY DIP,CARL HIAASEN
4081,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1387048173M/21704.JPG,446698873,193,1987,4,"THE BLACK DAHLIA (L.A. QUARTET, #1)",JAMES ELLROY
4082,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1437825008M/89731.JPG,61957933,129,2004,4,KIRA-KIRA,CYNTHIA KADOHATA
4083,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403704254M/20768868.JPG,679800034,155,2014,4,"FLESH AND BLOOD (KAY SCARPETTA, #22)",PATRICIA CORNWELL
4084,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1335562453M/13540215.JPG,99267543,131,2012,4,THE ORCHARDIST,AMANDA COPLIN
4085,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1458263039M/18527947.JPG,34850,149,2014,4,"SHADOW SPELL (THE COUSINS O'DWYER TRILOGY, #2)",NORA ROBERTS
4086,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364742503M/321577.JPG,684826801,150,1999,4,GIRL IN HYACINTH BLUE,SUSAN VREELAND
4087,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1318013543M/11768.JPG,552992097,183,1981,4,THE HOTEL NEW HAMPSHIRE,JOHN IRVING
4088,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1480110382M/128048.JPG,553286285,115,1955,4,"CARRY ON, MR. BOWDITCH",JEAN LEE LATHAM
4089,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1368393885M/5287473.JPG,3096,153,2010,4,"HEX HALL (HEX HALL, #1)",RACHEL HAWKINS
4090,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1439792475M/4268157.JPG,802798233,152,2008,4,"PERFECT CHEMISTRY (PERFECT CHEMISTRY, #1)",SIMONE ELKELES
4091,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327870926M/6295.JPG,872863107,147,1956,4,HOWL AND OTHER POEMS,"ALLEN GINSBERG, WILLIAM CARLOS WILLIAMS"
4092,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1443231179M/12497.JPG,375706674,204,2005,4,NO COUNTRY FOR OLD MEN,CORMAC MCCARTHY
4093,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391305201M/18453074.JPG,886775981,132,2014,3,TO RISE AGAIN AT A DECENT HOUR,JOSHUA FERRIS
4094,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328407138M/106312.JPG,609805797,158,2005,4,"THE TWELFTH CARD (LINCOLN RHYME, #6)",JEFFERY DEAVER
4095,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1424037542M/7613.JPG,452284244,996,1945,4,ANIMAL FARM,GEORGE ORWELL
4096,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453993106M/920649.JPG,12793,203,1890,4,AN OCCURRENCE AT OWL CREEK BRIDGE,AMBROSE BIERCE
4097,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1380393680M/7036.JPG,99446723,162,2002,4,"THE KALAHARI TYPING SCHOOL FOR MEN (NO. 1 LADIES' DETECTIVE AGENCY, #4)",ALEXANDER MCCALL SMITH
4098,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407891923M/22611920.JPG,312939027,114,2014,4,"THE HOOK UP (GAME ON, #1)",KRISTEN CALLIHAN
4099,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377206302M/3153910.JPG,2254,190,2006,4,THE ART OF RACING IN THE RAIN,GARTH STEIN
4100,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359742531M/42697.JPG,553258478,179,1958,4,EXODUS,LEON URIS
4101,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1363184334M/153540.JPG,679800034,133,1942,4,THE LITTLE HOUSE,VIRGINIA LEE BURTON
4102,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391152326M/22288.JPG,5952,160,2005,4,HAUNTED,CHUCK PALAHNIUK
4103,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1436300570M/23197269.JPG,553276328,124,2015,4,AURORA,KIM STANLEY ROBINSON
4104,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1456243307M/32585.JPG,670026190,153,1890,4,HUNGER,"KNUT HAMSUN, GEORGE EGERTON"
4105,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327878742M/35519.JPG,722536542,146,1988,4,THE POWER OF MYTH,"JOSEPH CAMPBELL, BILL MOYERS"
4106,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1278940608M/6597651.JPG,17697,163,2009,4,THE WINDUP GIRL,PAOLO BACIGALUPI
4107,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327356788M/28249.JPG,24570,177,2001,4,"THE MAGICIANS' GUILD (BLACK MAGICIAN TRILOGY, #1)",TRUDI CANAVAN
4108,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1411338052M/23156040.JPG,312577214,156,2013,4,THOSE WHO LEAVE AND THOSE WHO STAY (THE NEAPOLITAN NOVELS #3),"ELENA FERRANTE, ANN GOLDSTEIN"
4109,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1298570618M/300225.JPG,19899,183,1977,4,BLOODLINE,SIDNEY SHELDON
4110,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355496059M/41958.JPG,62291408,178,2004,4,NIGHTS OF RAIN AND STARS,MAEVE BINCHY
4111,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395175825M/21400356.JPG,749928999,106,2014,4,"DEBT INHERITANCE (INDEBTED, #1)",PEPPER WINTERS
4112,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1426620007M/25131600.JPG,316250813,130,2015,3,"AFTERMATH (STAR WARS: AFTERMATH, #1)",CHUCK WENDIG
4113,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1387236318M/19486421.JPG,451464397,120,2014,5,"SKIN GAME (THE DRESDEN FILES, #15)",JIM BUTCHER
4114,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1476435403M/76664.JPG,22440,146,1977,4,A SPELL FOR CHAMELEON (XANTH #1),PIERS ANTHONY
4115,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1298296888M/109367.JPG,31500,150,2005,4,"SURVIVOR IN DEATH (IN DEATH, #20)",J.D. ROBB
4116,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1447234581M/7069.JPG,345915593,265,1978,4,THE WORLD ACCORDING TO GARP,JOHN IRVING
4117,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1306076661M/103983.JPG,679800034,166,2002,4,"SKELETON KEY (ALEX RIDER, #3)",ANTHONY HOROWITZ
4118,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355259011M/15743075.JPG,446533424,154,2011,4,SEVEN YEARS TO SIN,SYLVIA DAY
4119,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358169338M/17166702.JPG,151965,104,2013,4,TRUE LOVE STORY,WILLOW ASTER
4120,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375258001M/23955.JPG,2266,212,1993,4,TRAINSPOTTING,"IRVINE WELSH, ERIC LINDOR FALL"
4121,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1427463201M/4631.JPG,99285045,308,1964,4,A MOVEABLE FEAST,ERNEST HEMINGWAY
4122,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1404963230M/20604826.JPG,393244660,138,2014,4,FLASH BOYS: A WALL STREET REVOLT,MICHAEL   LEWIS
4123,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1313656531M/6870.JPG,61750441,186,1997,4,ENDURING LOVE,IAN MCEWAN
4124,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327940656M/153747.JPG,142437247,1923,1851,3,"MOBY-DICK OR, THE WHALE","HERMAN MELVILLE, ANDREW DELBANCO, TOM QUIRK"
4125,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327961702M/63720.JPG,65144,161,1999,4,"THE FIFTH ELEPHANT (DISCWORLD, #24; CITY WATCH, #5)",TERRY PRATCHETT
4126,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1356328161M/15801381.JPG,101794,120,2013,4,"CHASING THE PROPHECY (BEYONDERS, #3)",BRANDON MULL
4127,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1178654581M/816752.JPG,743235274,128,1985,4,"THE CASTLE IN THE ATTIC (THE CASTLE IN THE ATTIC, #1)",ELIZABETH WINTHROP
4128,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1341952742M/15745753.JPG,1332,203,2013,4,ELEANOR & PARK,RAINBOW ROWELL
4129,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1379900929M/85987.JPG,749935871,193,2000,4,PORTRAIT IN SEPIA,"ISABEL ALLENDE, MARGARET SAYERS PEDEN"
4130,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1461392121M/29981261.JPG,56406,121,2016,4,THE BUTTERFLY GARDEN (THE COLLECTOR #1),DOT HUTCHISON
4131,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1392156779M/18525.JPG,486282082,471,1604,4,DR. FAUSTUS,CHRISTOPHER MARLOWE
4132,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320524083M/480479.JPG,767900383,159,1996,4,UNDER THE TUSCAN SUN,FRANCES MAYES
4133,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1304286399M/77735.JPG,393320928,131,1993,4,"THE HONOR OF THE QUEEN (HONOR HARRINGTON, #2)",DAVID WEBER
4134,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1479692098M/5664985.JPG,670011940,141,2009,4,ALONG FOR THE RIDE,SARAH DESSEN
4135,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1389035862M/53496.JPG,60739495,165,1994,4,WALK TWO MOONS,SHARON CREECH
4136,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1394517753M/21420473.JPG,440240948,105,2014,4,"THE FIXED TRILOGY (FIXED, #1-3)",LAURELIN PAIGE
4137,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1404616147M/20168816.JPG,340796170,124,2014,4,ROGUES,"GEORGE R.R. MARTIN, GARDNER R. DOZOIS, JOE ABERCROMBIE, GILLIAN FLYNN, MATTHEW HUGHES, JOE R. LANSDALE, MICHAEL SWANWICK, DAVID  BALL, CARRIE VAUGHN, SCOTT LYNCH, BRADLEY DENTON, CHERIE PRIEST, DANIEL ABRAHAM, PAUL CORNELL, STEVEN SAYLOR, GARTH NIX, WALTER JON WILLIAMS, PHYLLIS EISENSTEIN, LISA TUTTLE, NEIL GAIMAN, CONNIE WILLIS, PATRICK ROTHFUSS"
4138,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1317067021M/1722717.JPG,110856,137,2007,4,"THE DECLARATION (THE DECLARATION, #1)",GEMMA MALLEY
4139,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1411634706M/119239.JPG,739329189,140,1848,4,SELECTED POEMS,"GEORGE GORDON BYRON, PETER J. MANNING, SUSAN J. WOLFSON"
4140,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1451271814M/119324.JPG,679879250,155,1997,4,"THE SUBTLE KNIFE (HIS DARK MATERIALS, #2)",PHILIP PULLMAN
4141,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1411005913M/10677213.JPG,679724699,119,2011,4,VAN GOGH: THE LIFE,"STEVEN NAIFEH, GREGORY WHITE SMITH"
4142,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327865541M/110331.JPG,140435123,524,1787,4,THE FEDERALIST PAPERS,"ALEXANDER HAMILTON, JAMES MADISON, JOHN JAY, PHILO-PUBLIUS, CLINTON ROSSITER, CHARLES R. KESSLER"
4143,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1397581124M/17331828.JPG,194820,141,2014,4,"TALON (TALON, #1)",JULIE KAGAWA
4144,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1299264036M/9729504.JPG,85986,133,2011,4,"LOST IN SHANGRI-LA: A TRUE STORY OF SURVIVAL, ADVENTURE, AND THE MOST INCREDIBLE RESCUE MISSION OF WORLD WAR II",MITCHELL ZUCKOFF
4145,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327866286M/13895.JPG,5453,156,1993,4,"THE FIRES OF HEAVEN (WHEEL OF TIME, #5)",ROBERT JORDAN
4146,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1357616154M/14384.JPG,441009425,152,2006,4,A HUNGER LIKE NO OTHER (IMMORTALS AFTER DARK #2),KRESLEY COLE
4147,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309288056M/148821.JPG,786932171,130,2000,4,BRUNELLESCHI'S DOME: HOW A RENAISSANCE GENIUS REINVENTED ARCHITECTURE,ROSS KING
4148,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327878601M/11529868.JPG,812992792,155,2012,4,THE ORPHAN MASTER'S SON,ADAM JOHNSON
4149,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360677664M/295132.JPG,842332367,139,1988,4,CARE OF THE SOUL: A GUIDE FOR CULTIVATING DEPTH AND SACREDNESS IN EVERYDAY LIFE,THOMAS  MOORE
4150,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320501112M/457457.JPG,204884,143,1987,4,FINE THINGS,DANIELLE STEEL
4151,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327945417M/227865.JPG,141321318,219,2003,4,"THE ETERNITY CODE (ARTEMIS FOWL, #3)",EOIN COLFER
4152,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1441826687M/25733983.JPG,440867576,127,2016,4,LAB GIRL,HOPE JAHREN
4153,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1166394806M/11003.JPG,312985347,148,2005,4,"ELEVEN ON TOP (STEPHANIE PLUM, #11)",JANET EVANOVICH
4154,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1172082458M/136638.JPG,553062182,168,2005,4,"DANCE OF DEATH (PENDERGAST, #6; DIOGENES, #2)","DOUGLAS PRESTON, LINCOLN CHILD"
4155,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1424981397M/11594337.JPG,61992259,149,2012,4,THE ONE AND ONLY IVAN,"KATHERINE APPLEGATE, PATRICIA CASTELAO"
4156,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388444124M/4066312.JPG,743490096,148,2009,4,"SMOOTH TALKING STRANGER (TRAVISES, #3)",LISA KLEYPAS
4157,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1480867517M/581552.JPG,91933684,249,1919,4,IN THE PENAL COLONY,FRANZ KAFKA
4158,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1414932049M/21569527.JPG,45678,112,2015,4,"THE HEART OF BETRAYAL (THE REMNANT CHRONICLES, #2)",MARY E. PEARSON
4159,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348267609M/383206.JPG,486275507,353,1866,4,WIVES AND DAUGHTERS,"ELIZABETH GASKELL, PAM MORRIS"
4160,1,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1289014320M/31342.JPG,451456718,152,1999,4,"VITTORIO, THE VAMPIRE (NEW TALES OF THE VAMPIRES, #2)",ANNE RICE
4161,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327904153M/7683254.JPG,345530411,112,2010,4,"MONSTER HUNTER VENDETTA (MONSTER HUNTER INTERNATIONAL, #2)",LARRY CORREIA
4162,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1458079016M/24611454.JPG,158304,141,2015,4,"STARS OF FORTUNE (THE GUARDIANS TRILOGY, #1)",NORA ROBERTS
4163,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1357684424M/11691.JPG,525953493,101,2002,4,SNOW,"ORHAN PAMUK, MAUREEN FREELY"
4164,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1380742001M/599.JPG,743236017,116,2003,4,"SEX, DRUGS, AND COCOA PUFFS: A LOW CULTURE MANIFESTO",CHUCK KLOSTERMAN
4165,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327867034M/22028.JPG,177820,171,1999,4,OMERTA,MARIO PUZO
4166,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453299050M/25912358.JPG,545812542,119,2016,4,A THOUSAND BOY KISSES,TILLIE COLE
4167,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309201190M/129565.JPG,185402,109,1992,4,FINANCIAL PEACE REVISITED,DAVE RAMSEY
4168,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1415036119M/22522808.JPG,439224063,140,2015,4,TRIGGER WARNING: SHORT FICTIONS AND DISTURBANCES,NEIL GAIMAN
4169,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1398678136M/7675.JPG,99303744,183,1994,4,DISCLOSURE,MICHAEL CRICHTON
4170,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1365185986M/390711.JPG,76874,153,1981,4,"NOBLE HOUSE (ASIAN SAGA, #5)",JAMES CLAVELL
4171,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1261505077M/3157876.JPG,17802,134,2007,4,DO-IT-YOURSELF BOOK (DIARY OF A WIMPY KID),JEFF KINNEY
4172,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1325423413M/47957.JPG,33399,122,1999,4,"HEIR TO THE SHADOWS (THE BLACK JEWELS, #2)",ANNE BISHOP
4173,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1398071281M/21956060.JPG,451528719,105,2014,4,"MONSTER IN HIS EYES (MONSTER IN HIS EYES, #1)",J.M. DARHOWER
4174,10,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408500427M/7234828.JPG,47190,115,2010,4,"GLIMMERGLASS (FAERIEWALKER, #1)",JENNA BLACK
4175,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1340909323M/13722526.JPG,43290,186,2010,4,"THE NIGHTMARE (JOONA LINNA, #2)","LARS KEPLER, LAURA A. WIDEBURG"
4176,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1412242487M/7244.JPG,60786507,139,1998,4,THE POISONWOOD BIBLE,BARBARA KINGSOLVER
4177,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1400859671M/163977.JPG,99478331,245,1935,4,TORTILLA FLAT,JOHN STEINBECK
4178,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395611141M/18209468.JPG,7162499,126,2014,4,THE WEIGHT OF BLOOD,LAURA MCHUGH
4179,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309916427M/102956.JPG,62095,114,1998,4,"PREACHER, VOLUME 5: DIXIE FRIED","GARTH ENNIS, STEVE DILLON"
4180,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1350959503M/394772.JPG,61345725,127,1975,4,THE MIXED-UP CHAMELEON,ERIC CARLE
4181,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344264848M/9489502.JPG,345334310,148,2011,4,"COLD VENGEANCE (PENDERGAST, #11)","DOUGLAS PRESTON, LINCOLN CHILD"
4182,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351643740M/4381.JPG,307347974,607,1953,4,FAHRENHEIT 451,RAY BRADBURY
4183,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1406138384M/577283.JPG,65250,152,1967,4,THE CONFESSIONS OF NAT TURNER,WILLIAM STYRON
4184,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309197260M/43926.JPG,60517123,195,2005,4,THE INNOCENT,HARLAN COBEN
4185,6,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348364490M/6617928.JPG,143145541,136,2010,4,SAVING CEECEE HONEYCUTT,"BETH HOFFMAN, JENNA LAMIA"
4186,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1363055080M/17448960.JPG,385494246,127,2013,4,"FALLING INTO YOU (FALLING, #1)",JASINDA WILDER
4187,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388773547M/42900.JPG,451219368,152,2006,4,"LOVER AWAKENED (BLACK DAGGER BROTHERHOOD, #3)",J.R. WARD
4188,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1376880754M/17860199.JPG,679800034,103,2013,4,"THE WORLD OF DIVERGENT: THE PATH TO ALLEGIANT (DIVERGENT, #2.5)",VERONICA ROTH
4189,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1400599072M/20170296.JPG,67408,118,2014,4,NEIL PATRICK HARRIS: CHOOSE YOUR OWN AUTOBIOGRAPHY,"NEIL PATRICK HARRIS, DAVID JAVERBAUM, ANTONY HARE"
4190,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1394204569M/7745.JPG,679785892,198,1971,4,FEAR AND LOATHING IN LAS VEGAS,"HUNTER S. THOMPSON, RALPH STEADMAN"
4191,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1442527065M/25527908.JPG,543895882,136,2016,4,THE FORGETTING TIME,SHARON GUSKIN
4192,5,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361785037M/12107925.JPG,174760,112,2013,4,"DAY OF DOOM (THE 39 CLUES: CAHILLS VS. VESPERS, #6)",DAVID BALDACCI
4193,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1168444147M/33458.JPG,11844,139,1999,4,"THE LUST LIZARD OF MELANCHOLY COVE (PINE COVE, #2)",CHRISTOPHER MOORE
4194,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344394478M/155370.JPG,203082,111,2005,4,DOUBLE IDENTITY,MARGARET PETERSON HADDIX
4195,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1438077259M/22557520.JPG,316123358,172,2014,4,"AFTER (AFTER, #1)",ANNA TODD
4196,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1469410460M/77773.JPG,446617091,135,1998,4,"TO SAY NOTHING OF THE DOG (OXFORD TIME TRAVEL, #2)",CONNIE WILLIS
4197,4,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1436524506M/25772000.JPG,345418530,113,2015,4,COCKY BASTARD,"PENELOPE WARD, VI KEELAND"
4198,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1394994929M/11010251.JPG,6280897,139,2011,4,THE LOST WIFE,ALYSON RICHMAN
4199,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327910597M/34080.JPG,679800034,257,1922,4,THE WASTE LAND,"T.S. ELIOT, MICHAEL NORTH"
4200,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1392579059M/862041.JPG,545044251,176,1998,5,"HARRY POTTER BOXSET (HARRY POTTER, #1-7)",J.K. ROWLING
4201,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1386647458M/225343.JPG,182716,137,1983,4,HEARTBURN,NORA EPHRON
4202,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1406315601M/22319275.JPG,57596,116,2010,4,YELLOW CROCUS,LAILA IBRAHIM
4203,0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375814909M/112517.JPG,785122451,143,1993,4,"RAMA REVEALED (RAMA, #4)","ARTHUR C. CLARKE, GENTRY LEE"
4204,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1438341092M/25507925.JPG,679800034,119,2015,4,BINGE,TYLER OAKLEY
4205,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1269866682M/7124095.JPG,399173595,139,2010,4,"GONE (WAKE, #3)",LISA MCMANN
4206,2,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1336837143M/9403947.JPG,753821788,106,2012,4,SOMETHING LIKE NORMAL,TRISH DOLLER
4207,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361039443M/41865.JPG,316015849,326,2005,4,"TWILIGHT (TWILIGHT, #1)",STEPHENIE MEYER
4208,9,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1459520906M/29610595.JPG,139876,105,2016,4,TOO LATE,COLLEEN HOOVER
4209,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327905477M/470495.JPG,440779030,121,1997,4,ALL OVER BUT THE SHOUTIN',RICK BRAGG
4210,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1497096111M/18140047.JPG,15328,160,2014,4,LOVE LETTERS TO THE DEAD,AVA DELLAIRA
4211,7,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1427843648M/25074850.JPG,385354282,211,2015,4,"THE GIRL IN THE SPIDER'S WEB (MILLENNIUM, #4)","DAVID LAGERCRANTZ, STIEG LARSSON, GEORGE GOULDING"
4212,3,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1315656617M/127712.JPG,385528078,132,1993,4,"POINT OF IMPACT (BOB LEE SWAGGER, #1)",STEPHEN HUNTER
4213,8,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403430899M/22237161.JPG,425227723,130,2015,4,THE SELLOUT,PAUL BEATTY
