,0,genres,image_url,isbn,page_num,pub_year,rating,title,writer
2584,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1393227215M/18295858.JPG,679800034,139,2014,5,FROG MUSIC,EMMA DONOGHUE
2585,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1167323214M/21722.JPG,62267175,161,2005,5,"FAITHLESS (GRANT COUNTY, #5)",KARIN SLAUGHTER
2586,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408500444M/8429687.JPG,128588,121,2011,5,"DEADLINE (NEWSFLESH TRILOGY, #2)",MIRA GRANT
2587,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1350690968M/16096514.JPG,151010986,113,2013,5,"CRUSH (CRASH, #3)",NICOLE  WILLIAMS
2588,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1446520793M/13765729.JPG,61720852,119,2011,5,ABDUCTED (LIZZY GARDNER #1),T.R. RAGAN
2589,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328876733M/522525.JPG,451219244,139,2007,5,"MISTAKES WERE MADE (BUT NOT BY ME): WHY WE JUSTIFY FOOLISH BELIEFS, BAD DECISIONS, AND HURTFUL ACTS","CAROL TAVRIS, ELLIOT ARONSON"
2590,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1277829186M/6934395.JPG,689868235,156,2011,5,"MIDNIGHT (THE VAMPIRE DIARIES: THE RETURN, #3)",L.J. SMITH
2591,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361152177M/43924.JPG,19680,191,2006,5,PROMISE ME (MYRON BOLITAR #8),HARLAN COBEN
2592,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1332713354M/266607.JPG,60946,132,2002,5,VALIANT (MODERN FAERIE TALES #2),HOLLY BLACK
2593,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1405532474M/22733729.JPG,375713751,127,2014,5,"THE LONG WAY TO A SMALL, ANGRY PLANET (WAYFARERS, #1)",BECKY  CHAMBERS
2594,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309916938M/102958.JPG,380792648,112,2001,5,"PREACHER, VOLUME 9: ALAMO","GARTH ENNIS, STEVE DILLON"
2595,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320396351M/39045.JPG,128282,180,2001,5,I DON'T KNOW HOW SHE DOES IT,ALLISON PEARSON
2596,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1336889308M/98807.JPG,679800034,136,1999,5,SUBTERRANEAN,JAMES ROLLINS
2597,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1376504907M/18331807.JPG,451233328,111,2012,5,"VAIN (THE SEVEN DEADLY, #1)",FISHER AMELIE
2598,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320438055M/120231.JPG,345467515,104,2002,5,BAREFOOT CONTESSA FAMILY STYLE: EASY IDEAS AND RECIPES THAT MAKE EVERYONE FEEL LIKE FAMILY,"INA GARTEN, MAURA MCEVOY"
2599,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1372850762M/9581001.JPG,553129198,125,2011,5,"HARD BITTEN (CHICAGOLAND VAMPIRES, #4)",CHLOE NEILL
2600,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320542055M/297134.JPG,38298,138,2004,5,THE THINGS WE DO FOR LOVE,KRISTIN HANNAH
2601,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328309104M/7682.JPG,26487,177,1975,5,THE GREAT TRAIN ROBBERY,MICHAEL CRICHTON
2602,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1462176457M/25814512.JPG,60837055,137,2016,5,EVERYONE BRAVE IS FORGIVEN,CHRIS CLEAVE
2603,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429191171M/22522202.JPG,439568471,116,2015,5,"UNTIL FRIDAY NIGHT (THE FIELD PARTY, #1)",ABBI GLINES
2604,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1410133209M/142900.JPG,61906220,134,2003,5,THE MASTER BUTCHERS SINGING CLUB,LOUISE ERDRICH
2605,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328867798M/125553.JPG,50960,165,1992,5,"WELCOME TO DEAD HOUSE (GOOSEBUMPS, #1)",R.L. STINE
2606,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1319030278M/6871646.JPG,778319059,118,2010,5,PETE THE CAT: I LOVE MY WHITE SHOES,"ERIC LITWIN, JAMES DEAN"
2607,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1294381693M/7129598.JPG,17622,110,2010,5,"NEVERMORE (NEVERMORE, #1)",KELLY CREAGH
2608,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1459917062M/27821486.JPG,553588370,137,2016,5,DON'T YOU CRY,MARY KUBICA
2609,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1276962830M/7124475.JPG,94866,109,2010,5,"ENDLESS SUMMER (THE BOYS NEXT DOOR, #1-2)",JENNIFER ECHOLS
2610,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362703261M/862350.JPG,98677,131,2007,5,"NO HUMANS INVOLVED (WOMEN OF THE OTHERWORLD, #7)",KELLEY ARMSTRONG
2611,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1396467599M/19286623.JPG,679800034,132,2014,5,"LEAD (STAGE DIVE, #3)",KYLIE SCOTT
2612,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364772121M/16158508.JPG,62318322,126,2013,5,THE YONAHLOSSEE RIDING CAMP FOR GIRLS,ANTON DISCLAFANI
2613,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309206851M/89190.JPG,53680,135,2003,5,REDEMPTION ARK,ALASTAIR REYNOLDS
2614,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1380214609M/18172471.JPG,62076108,132,2014,5,"THE SELECTION STORIES: THE PRINCE & THE GUARD (THE SELECTION, #0.5, 2.5)",KIERA CASS
2615,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1336676500M/13547241.JPG,86775,115,2012,5,UNORTHODOX: THE SCANDALOUS REJECTION OF MY HASIDIC ROOTS,DEBORAH FELDMAN
2616,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352947741M/13125234.JPG,60750863,123,2013,5,"TWICE TEMPTED (NIGHT PRINCE, #2)",JEANIENE FROST
2617,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1387146199M/15803141.JPG,684859238,138,2013,5,THE FLAMETHROWERS,RACHEL KUSHNER
2618,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407712273M/116257.JPG,70128,129,2004,5,"THE SYSTEM OF THE WORLD (THE BAROQUE CYCLE, #3)",NEAL STEPHENSON
2619,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1400886825M/4630.JPG,679800034,222,1937,5,TO HAVE AND HAVE NOT,ERNEST HEMINGWAY
2620,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320448527M/316558.JPG,385423608,151,2007,5,KABUL BEAUTY SCHOOL: AN AMERICAN WOMAN GOES BEHIND THE VEIL,DEBORAH RODRIGUEZ
2621,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1410191571M/21856367.JPG,140283358,146,2014,5,"THE INNOVATORS: HOW A GROUP OF  HACKERS, GENIUSES AND GEEKS CREATED THE DIGITAL REVOLUTION",WALTER ISAACSON
2622,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320487142M/769212.JPG,62001035,116,1988,5,THE LAST SEVEN MONTHS OF ANNE FRANK,WILLY LINDWER
2623,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1330879044M/6194.JPG,718149866,191,1980,5,WAITING FOR THE BARBARIANS,J.M. COETZEE
2624,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1279037245M/8428195.JPG,425259870,119,2011,5,ENTWINED,HEATHER DIXON
2625,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1268685823M/6539596.JPG,316097527,149,2009,5,THE BRIGHTEST STAR IN THE SKY,MARIAN KEYES
2626,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1458263077M/18754961.JPG,842356290,152,2014,5,"BLOOD MAGICK (THE COUSINS O'DWYER TRILOGY, #3)",NORA ROBERTS
2627,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1343360404M/13521299.JPG,67068,148,2013,5,"ALEX CROSS, RUN (ALEX CROSS, #20)",JAMES PATTERSON
2628,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1406506306M/35332.JPG,62004042,131,2002,5,"REMEMBER (REDEMPTION, #2)","KAREN KINGSBURY, GARY SMALLEY"
2629,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327883246M/11256979.JPG,60004878,154,2011,5,THE MAGIC OF REALITY: HOW WE KNOW WHAT'S REALLY TRUE,"RICHARD DAWKINS, DAVE MCKEAN"
2630,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1335240840M/12908877.JPG,679800034,123,2012,5,"UNTIL I DIE (REVENANTS, #2)",AMY PLUM
2631,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1334590418M/13083008.JPG,99690608,167,2012,5,"LIVE BY NIGHT (COUGHLIN, #2)",DENNIS LEHANE
2632,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1452107441M/25573977.JPG,316097543,163,2013,5,THE READERS OF BROKEN WHEEL RECOMMEND,"KATARINA BIVALD, ALICE MENZIES"
2633,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1225165505M/40289.JPG,679800034,115,1989,5,THE ABYSS,"ORSON SCOTT CARD, JAMES CAMERON"
2634,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344263782M/9682816.JPG,140184937,133,2011,5,KILL ME IF YOU CAN,"JAMES PATTERSON, MARSHALL KARP"
2635,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1503127212M/10889279.JPG,679800034,111,2011,5,BATMAN: THE BLACK MIRROR,"SCOTT SNYDER, JOCK, FRANCESCO FRANCAVILLA, JARED K. FLETCHER, SAL CIPRIANO, DAVID   BARON"
2636,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327926887M/133394.JPG,31040,219,1958,5,OUR MAN IN HAVANA,GRAHAM GREENE
2637,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1311990880M/1756703.JPG,593046315,145,2008,5,"BLUE-EYED DEVIL (TRAVISES, #2)",LISA KLEYPAS
2638,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375814957M/112518.JPG,316037885,148,1991,5,"THE GARDEN OF RAMA (RAMA, #3)","ARTHUR C. CLARKE, GENTRY LEE"
2639,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403011403M/459064.JPG,78327,132,2007,5,"REAPER'S GALE (THE MALAZAN BOOK OF THE FALLEN, #7)",STEVEN ERIKSON
2640,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344264805M/3342764.JPG,449000621,148,2009,5,"THE MAGICIAN'S APPRENTICE (BLACK MAGICIAN, #0.5)",TRUDI CANAVAN
2641,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1379456669M/17333431.JPG,553575376,140,2013,5,"KING AND MAXWELL (SEAN KING & MICHELLE MAXWELL, #6)",DAVID BALDACCI
2642,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1315138148M/257990.JPG,7113803,153,1990,5,"G IS FOR GUMSHOE (KINSEY MILLHONE, #7)",SUE GRAFTON
2643,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1288930712M/12013.JPG,56994,123,1996,5,"EXCESSION (CULTURE, #5)",IAIN M. BANKS
2644,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308808558M/16360.JPG,22195,296,1936,5,"MURDER IN MESOPOTAMIA (HERCULE POIROT, #14)",AGATHA CHRISTIE
2645,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1342043615M/13533740.JPG,62217070,111,2012,5,THOMAS JEFFERSON: THE ART OF POWER,JON MEACHAM
2646,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1435507354M/25065629.JPG,71262,117,2015,5,HUNGER MAKES ME A MODERN GIRL,CARRIE BROWNSTEIN
2647,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1350931774M/13517455.JPG,312934327,136,2013,5,"REBOOT (REBOOT, #1)",AMY TINTERA
2648,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1346494567M/10345937.JPG,89466,123,2013,5,"SHADES OF EARTH (ACROSS THE UNIVERSE, #3)",BETH REVIS
2649,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1317065358M/84135.JPG,399158987,131,2005,5,SINS OF THE NIGHT (DARK-HUNTER #7),SHERRILYN KENYON
2650,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1473385712M/101249.JPG,425180964,107,2002,5,I'M JUST HERE FOR THE FOOD: FOOD + HEAT = COOKING,ALTON BROWN
2651,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1367622462M/17707605.JPG,126378,128,2013,5,"W IS FOR WASTED (KINSEY MILLHONE, #23)",SUE GRAFTON
2652,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361933747M/19687.JPG,91295,159,2000,5,"THE BEAR AND THE DRAGON (JACK RYAN UNIVERSE, #11)",TOM CLANCY
2653,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1334414049M/12922320.JPG,82560,146,2012,5,"CRIMINAL (WILL TRENT, #6)",KARIN SLAUGHTER
2654,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1383918162M/824763.JPG,126276,111,2004,5,"REBORN! VOL. 01: REBORN ARRIVES! (REBORN!, #1)","AKIRA AMANO, JN PRODUCTIONS, FRANCES E. WALL"
2655,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1299808712M/9918083.JPG,804177996,136,2011,5,"GOLIATH (LEVIATHAN, #3)","SCOTT WESTERFELD, KEITH THOMPSON"
2656,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364347894M/17673307.JPG,126208,111,2013,5,"NEANDERTHAL SEEKS HUMAN (KNITTING IN THE CITY, #1)",PENNY REID
2657,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1431975016M/23746004.JPG,312144075,146,2015,5,BLACK-EYED SUSANS,JULIA HEABERLIN
2658,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1467138679M/25883848.JPG,380794470,128,2016,5,THE HATING GAME,SALLY   THORNE
2659,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327876036M/51113.JPG,316213071,124,1994,5,THE SAMURAI'S GARDEN,GAIL TSUKIYAMA
2660,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308818689M/73095.JPG,126072,140,1998,5,"DREAM A LITTLE DREAM (CHICAGO STARS, #4)",SUSAN ELIZABETH PHILLIPS
2661,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1397755014M/20958632.JPG,842371516,124,2015,5,THE DARKEST PART OF THE FOREST,HOLLY BLACK
2662,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364298887M/15832316.JPG,316018775,110,2012,5,"DIRTY RED (LOVE ME WITH LIES, #2)",TARRYN FISHER
2663,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1406510855M/56634.JPG,385344031,131,1956,5,THROUGH GATES OF SPLENDOR,ELISABETH ELLIOT
2664,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344268075M/5551522.JPG,671028367,156,2009,5,SWIMSUIT,"JAMES PATTERSON, MAXINE PAETRO"
2665,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344371922M/13642963.JPG,125902,139,2013,5,"SPEAKING FROM AMONG THE BONES (FLAVIA DE LUCE, #5)",ALAN BRADLEY
2666,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1452313887M/128754.JPG,62335,181,2000,5,"DEADLY DECISIONS (TEMPERANCE BRENNAN, #3)",KATHY REICHS
2667,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327911077M/13412515.JPG,17244,117,2012,5,"LAW MAN (DREAM MAN, #3)",KRISTEN ASHLEY
2668,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1314272108M/2954411.JPG,545298407,120,2008,5,LIVING DEAD GIRL,ELIZABETH SCOTT
2669,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453991440M/27083865.JPG,452280397,109,2016,5,ROOMHATE,PENELOPE WARD
2670,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329085934M/10706120.JPG,307718964,114,2011,5,"A KING'S RANSOM (THE 39 CLUES: CAHILLS VS. VESPERS, #2)",JUDE WATSON
2671,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327935897M/5198.JPG,545298423,160,1997,5,PARADISE,TONI MORRISON
2672,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1380120962M/17704902.JPG,62088149,114,2013,5,FIVE DAYS AT MEMORIAL: LIFE AND DEATH IN A STORM-RAVAGED HOSPITAL,SHERI  FINK
2673,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331078007M/12107920.JPG,345543009,110,2012,5,"SHATTERPROOF (THE 39 CLUES: CAHILLS VS. VESPERS, #4)",ROLAND SMITH
2674,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1332536334M/12408149.JPG,393318680,127,2012,5,A LAND MORE KIND THAN HOME,WILEY CASH
2675,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453745203M/28686830.JPG,85860,117,2016,5,"TURBO TWENTY-THREE (STEPHANIE PLUM, #23)",JANET EVANOVICH
2676,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1452500604M/23966.JPG,399146261,151,1998,5,FILTH,IRVINE WELSH
2677,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429742890M/23492613.JPG,679800034,116,2015,5,EIGHT HUNDRED GRAPES,LAURA DAVE
2678,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309287773M/21323.JPG,24778,101,2000,5,COLD FIRE / HIDEAWAY / THE KEY TO MIDNIGHT,"DEAN KOONTZ, LEIGH NICHOLS"
2679,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344268874M/4497978.JPG,312546343,127,2009,5,DESIRE UNCHAINED (DEMONICA #2),LARISSA IONE
2680,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1384805371M/7202825.JPG,679800034,114,2009,5,"UNLEASHED (ROSS SIBLINGS, #1)",CHERRIE LYNN
2681,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1365496944M/12924261.JPG,385535635,123,2012,5,"THIS BOOK IS FULL OF SPIDERS: SERIOUSLY, DUDE, DON'T TOUCH IT (JOHN DIES AT THE END, #2)",DAVID WONG
2682,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1428284996M/38855.JPG,63717,114,1998,5,CONFEDERATES IN THE ATTIC: DISPATCHES FROM THE UNFINISHED CIVIL WAR,TONY HORWITZ
2683,,ADVENTURE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348186171M/13331184.JPG,590259385,115,2012,5,"HEADS IN BEDS: A RECKLESS MEMOIR OF HOTELS, HUSTLES, AND SO-CALLED HOSPITALITY",JACOB TOMSKY
2684,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1416788471M/22540125.JPG,439672449,155,2013,5,"AFTER WE COLLIDED (AFTER, #2)",ANNA TODD
2685,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328835648M/770038.JPG,62235796,137,1989,5,IS YOUR MAMA A LLAMA?,"DEBORAH GUARINO, STEVEN KELLOGG"
2686,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362325249M/312043.JPG,781805503,119,2001,5,"THE FIRE WITHIN (THE LAST DRAGON CHRONICLES, #1)",CHRIS D'LACEY
2687,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1392220609M/16068780.JPG,316185906,134,2014,5,"THE JEWEL (THE LONE CITY, #1)",AMY EWING
2688,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1340709653M/538845.JPG,61852058,552,1895,5,QUO VADIS,"HENRYK SIENKIEWICZ, W.S. KUNICZAK"
2689,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344266875M/12888599.JPG,140157727,147,2012,5,THE LIFEBOAT,CHARLOTTE ROGAN
2690,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1286649993M/6584134.JPG,307394956,133,2010,5,"NINE RULES TO BREAK WHEN ROMANCING A RAKE (LOVE BY NUMBERS, #1)",SARAH MACLEAN
2691,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1409238094M/22326.JPG,316224189,152,1993,5,"VIRTUAL LIGHT (BRIDGE, #1)",WILLIAM GIBSON
2692,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320413130M/2017056.JPG,124984,122,2008,5,SKELETONS AT THE FEAST,CHRIS BOHJALIAN
2693,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377041438M/13521399.JPG,375829830,137,2012,5,"CONFESSIONS OF A MURDER SUSPECT (CONFESSIONS, #1)","JAMES PATTERSON, MAXINE PAETRO"
2694,,CRIME,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1343768792M/13345975.JPG,439436567,109,2012,5,"AVOIDING COMMITMENT (AVOIDING, #1)",K.A. LINDE
2695,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327865374M/82434.JPG,61935107,145,2003,5,SAVING FRANCESCA,MELINA MARCHETTA
2696,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1304528425M/47619.JPG,679800034,131,2004,5,"DROWNED WEDNESDAY (THE KEYS TO THE KINGDOM, #3)",GARTH NIX
2697,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327879019M/9436632.JPG,446324825,139,2011,5,"VANISH (FIRELIGHT, #2)",SOPHIE JORDAN
2698,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1474083394M/28251002.JPG,61957917,134,2016,5,THE NIX,NATHAN  HILL
2699,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344267955M/455764.JPG,345451325,125,1975,5,AUDREY ROSE,FRANK DE FELITTA
2700,,YOUNGADULT,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1345396768M/13241659.JPG,385737637,115,2013,5,"EVER AFTER (THE HOLLOWS, #11)",KIM HARRISON
2701,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1436746591M/60229.JPG,380811081,139,2001,5,HALO: THE FALL OF REACH,ERIC S. NYLUND
2702,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320530843M/7558747.JPG,679800034,133,2010,5,REVOLUTION,JENNIFER DONNELLY
2703,,PHILOSOPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1418771403M/674220.JPG,194232638,136,2004,5,"AGAIN THE MAGIC (WALLFLOWERS, #0)",LISA KLEYPAS
2704,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1372784705M/260791.JPG,843955848,127,1978,5,THE PURSUIT OF HOLINESS,"JERRY BRIDGES, FOSTER W. CLINE, JIM FAY"
2705,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1297721168M/351064.JPG,553269216,109,1902,5,THE MONKEY'S PAW (OXFORD BOOKWORMS),"DIANE MOWAT, W.W. JACOBS"
2706,,TRAVEL,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1422099676M/10574.JPG,425241505,157,2005,5,THE COLORADO KID (HARD CASE CRIME #13),STEPHEN KING
2707,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403192556M/77395.JPG,446608378,373,1919,5,"RAINBOW VALLEY (ANNE OF GREEN GABLES, #7)",L.M. MONTGOMERY
2708,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1312822853M/9637479.JPG,345487133,124,2011,5,"DRAGON BOUND (ELDER RACES, #1)",THEA HARRISON
2709,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344263984M/136636.JPG,65481,155,1999,5,THUNDERHEAD,"DOUGLAS PRESTON, LINCOLN CHILD"
2710,,BIOGRAPHY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320505234M/93269.JPG,316074144,155,1949,5,EARTH ABIDES,GEORGE R. STEWART
2711,,SCIENCEFICTION,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344370646M/13330370.JPG,316405345,131,2012,5,"THE LAST POLICEMAN (THE LAST POLICEMAN, #1)",BEN H. WINTERS
2712,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1292566141M/6933876.JPG,124304,136,2010,5,"CHANGELESS (PARASOL PROTECTORATE, #2)",GAIL CARRIGER
2713,,HISTORY,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1403166141M/18656055.JPG,886776066,139,2014,5,INVISIBLE,"JAMES PATTERSON, DAVID ELLIS"
2714,,HORROR,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1367338347M/17204860.JPG,55873,126,2013,5,"JET (MARKED MEN, #2)",JAY CROWNOVER
2715,,CLASSIC,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309992900M/28698.JPG,439755204,135,1993,5,"TO GREEN ANGEL TOWER, PART 2 (MEMORY, SORROW, AND THORN, #3; PART 2)",TAD WILLIAMS
2716,,SCIENCE,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1421037741M/21412400.JPG,571207766,134,2015,5,THE FIRST BAD MAN,MIRANDA JULY
