book_id,title,writer,genres,page_num,pub_year,rating,isbn,image_url
4224,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 1 (TWILIGHT: THE GRAPHIC NOVEL, #1)","YOUNG KIM, STEPHENIE MEYER",SCIENCE,143,2010,5,307700666,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1317294278M/7619292.JPG
4225,"GOING CLEAR: SCIENTOLOGY, HOLLYWOOD, AND THE PRISON OF BELIEF",LAWRENCE WRIGHT,CRIME,124,2013,5,20840,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358119149M/16142053.JPG
4226,"SAPHIRBLAU (EDELSTEIN-TRILOGIE, #2)",KERSTIN GIER,CLASSIC,168,2010,5,375705244,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327251290M/6919272.JPG
4227,FOUNDING BROTHERS: THE REVOLUTIONARY GENERATION,JOSEPH J. ELLIS,YOUNGADULT,129,2000,5,425213978,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388791106M/7493.JPG
4228,"LABYRINTH (LANGUEDOC, #1)",KATE MOSSE,CLASSIC,206,2005,5,747266921,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1312498906M/14975.JPG
4229,"FOUR BLIND MICE (ALEX CROSS, #8)",JAMES PATTERSON,ADVENTURE,170,2002,5,374239215,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408929456M/53625.JPG
4230,PURITY,JONATHAN FRANZEN,HISTORY,166,2015,5,300122233,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1438958976M/23754479.JPG
4231,"NUDGE: IMPROVING DECISIONS ABOUT HEALTH, WEALTH, AND HAPPINESS","RICHARD H. THALER, CASS R. SUNSTEIN",CRIME,146,2008,5,6280935,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328828013M/2527900.JPG
4232,THE PROBLEM OF PAIN,C.S. LEWIS,TRAVEL,181,1940,5,545060443,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328546308M/26435.JPG
4233,BEYOND THE GRAVE (THE 39 CLUES #4),JUDE WATSON,CRIME,132,2009,5,62208195,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1385209619M/5972040.JPG
4234,"DESTROY ME (SHATTER ME, #1.5)",TAHEREH MAFI,CLASSIC,119,2012,5,50764,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1340398466M/13623150.JPG
4235,DEATH: THE HIGH COST OF LIVING COLLECTED,"NEIL GAIMAN, CHRIS BACHALO, MARK BUCKINGHAM, TORI AMOS",ADVENTURE,114,1993,5,345542924,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1366407293M/16791.JPG
4236,"TOP SECRET TWENTY-ONE (STEPHANIE PLUM, #21)",JANET EVANOVICH,HISTORY,127,2014,5,786839171,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1394500766M/19004663.JPG
4237,"THE WARRIOR HEIR (THE HEIR CHRONICLES, #1)",CINDA WILLIAMS CHIMA,ADVENTURE,125,2006,5,913668680,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360575642M/213647.JPG
4238,"THE MOOSEWOOD COOKBOOK: RECIPES FROM MOOSEWOOD RESTAURANT, ITHACA, NEW YORK",MOLLIE KATZEN,SCIENCE,115,1977,5,553536516,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344370160M/603422.JPG
4239,FINDING AUDREY,SOPHIE KINSELLA,CLASSIC,164,2015,5,62014552,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1466835008M/23305614.JPG
4240,"PANIC (PANIC, #1)",LAUREN OLIVER,TRAVEL,143,2014,5,37080,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1374066076M/17565845.JPG
4241,GIRL IN TRANSLATION,JEAN KWOK,SCIENCE,142,2010,5,871917726,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347022887M/7362158.JPG
4242,THE TELL-TALE HEART,"EDGAR ALLAN POE, BYRON GLASER, BILL D. FOUNTAIN",SCIENCE,251,1843,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1317724096M/899492.JPG
4243,"FLUKE: OR, I KNOW WHY THE WINGED WHALE SINGS",CHRISTOPHER MOORE,SCIENCEFICTION,132,2003,5,553381350,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1168444068M/33441.JPG
4244,THE RIGHT STUFF,TOM WOLFE,SCIENCEFICTION,144,1979,5,25186,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1393654700M/586472.JPG
4245,"A SHADE OF VAMPIRE (A SHADE OF VAMPIRE, #1)",BELLA FORREST,PHILOSOPHY,125,2012,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358415528M/17255435.JPG
4246,"EVERLASTING (THE IMMORTALS, #6)",ALYSON NOEL,CRIME,149,2011,5,9747,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362336387M/9395215.JPG
4247,"VAMPIRE ACADEMY BOX SET (VAMPIRE ACADEMY, #1-4)",RICHELLE MEAD,HORROR,101,2010,5,6178731,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1281267849M/8718952.JPG
4248,RAGE OF ANGELS,SIDNEY SHELDON,SCIENCE,185,1980,5,47616,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1356445383M/43328.JPG
4249,ANOTHER ROADSIDE ATTRACTION,TOM ROBBINS,BIOGRAPHY,130,1971,5,345326490,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327866271M/9570.JPG
4250,DESERT SOLITAIRE,EDWARD ABBEY,YOUNGADULT,137,1968,5,140621334,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1399583343M/214614.JPG
4251,"THREE MEN IN A BOAT (THREE MEN, #1)",JEROME K. JEROME,SCIENCEFICTION,847,1889,5,451528182,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1392791656M/4921.JPG
4252,SIR GAWAIN AND THE GREEN KNIGHT ,"UNKNOWN, BURTON RAFFEL, NEIL D. ISAACS",HORROR,293,1390,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309282183M/3049.JPG
4253,"BEAUTY FROM PAIN (BEAUTY, #1)",GEORGIA CATES,PHILOSOPHY,113,2013,5,60086246,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360699932M/17156015.JPG
4254,LAST CHANCE SALOON,MARIAN KEYES,HISTORY,160,1999,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407708818M/9298.JPG
4255,"FINDING CINDERELLA (HOPELESS, #2.5)",COLLEEN HOOVER,PHILOSOPHY,118,2013,5,446677477,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1380847885M/18593175.JPG
4256,RICH DAD'S CASHFLOW QUADRANT: RICH DAD'S GUIDE TO FINANCIAL FREEDOM,"ROBERT T. KIYOSAKI, SHARON L. LECHTER",CLASSIC,184,1998,5,316051594,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1483023081M/81922.JPG
4257,TWENTY BOY SUMMER,SARAH OCKLER,TRAVEL,118,2009,5,33594,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1342447832M/5231173.JPG
4258,"THE HIT (WILL ROBIE, #2)",DAVID BALDACCI,HORROR,151,2013,5,71638,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361749502M/15791154.JPG
4259,"CRASH (CRASH, #1)",NICOLE  WILLIAMS,SCIENCE,117,2012,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1342588706M/15757434.JPG
4260,A WOMAN OF SUBSTANCE (EMMA HARTE SAGA #1),BARBARA TAYLOR BRADFORD,CRIME,161,1979,5,553589377,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1330029941M/8155.JPG
4261,"KISS OF MIDNIGHT (MIDNIGHT BREED,  #1)",LARA ADRIAN,ADVENTURE,153,2007,5,552154164,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327884885M/704043.JPG
4262,"JINGO (DISCWORLD, #21; CITY WATCH, #4)",TERRY PRATCHETT,BIOGRAPHY,165,1997,5,21336,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327921813M/47990.JPG
4263,THE JAPANESE LOVER,"ISABEL ALLENDE, NICK CAISTOR, AMANDA HOPKINSON",CLASSIC,157,2015,5,441018521,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1501991754M/25152052.JPG
4264,"MAGIC BLEEDS (KATE DANIELS, #4)",ILONA ANDREWS,SCIENCE,126,2010,5,31941,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407110429M/6479550.JPG
4265,"THE FIERY HEART (BLOODLINES, #4)",RICHELLE MEAD,SCIENCEFICTION,125,2013,5,61797022,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1383243238M/9833184.JPG
4266,"THE GATHERING (DARKNESS RISING, #1)",KELLEY ARMSTRONG,CRIME,125,2011,5,45955,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1277820938M/7896345.JPG
4267,"THE SECRET OF THE OLD CLOCK (NANCY DREW, #1)","CAROLYN KEENE, RUSSELL H. TANDY, SARA PARETSKY",HISTORY,144,1930,5,18144,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351534678M/32979.JPG
4268,"SPELL BOUND (HEX HALL, #3)",RACHEL HAWKINS,SCIENCE,134,2012,5,312594429,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1313010167M/11454587.JPG
4269,"HIDDEN (HOUSE OF NIGHT, #10)","P.C. CAST, KRISTIN CAST",HISTORY,149,2012,5,689862210,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1340127630M/7933615.JPG
4270,THE VIEW FROM SATURDAY,E.L. KONIGSBURG,SCIENCE,142,1996,5,670062278,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1476944774M/4538.JPG
4271,"EON: DRAGONEYE REBORN (EON, #1)",ALISON GOODMAN,CLASSIC,162,2008,5,26156,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1299076175M/2986865.JPG
4272,"THESE BROKEN STARS (STARBOUND, #1)","AMIE KAUFMAN, MEAGAN SPOONER",SCIENCEFICTION,131,2013,5,316015059,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1383578978M/13138635.JPG
4273,"DOUBLE CROSS (ALEX CROSS, #13)",JAMES PATTERSON,BIOGRAPHY,169,2007,5,29058,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1256839349M/552887.JPG
4274,THE EMPEROR'S SOUL,BRANDON SANDERSON,PHILOSOPHY,120,2012,5,553564927,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1343059311M/13578175.JPG
4275,THE LAST COMMAND,TIMOTHY ZAHN,ADVENTURE,148,1993,5,192751077,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1451092026M/216422.JPG
4276,"RAMONA THE BRAVE (RAMONA, #3)","BEVERLY CLEARY, ALAN TIEGREEN",BIOGRAPHY,155,1975,5,791071685,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408925322M/91248.JPG
4277,KURT VONNEGUT'S CAT'S CRADLE (MODERN CRITICAL INTERPRETATIONS),"HAROLD BLOOM, TERRY SOUTHERN, DAVID H. GOLDSMITH, JAMES LUNDQUIST, LAWRENCE R. BROER, PETER J. REED, LOREE RACKSTRAW, WILLIAM S. DOXEY, JEROME KLINKOWITZ, RICHARD GIANNONE, JOHN L. SIMONS, LEONARD MUSTAZZA, ZOLTAN AB DI-NAGY, PETER FREESE, WENDY B. FARIS",SCIENCE,102,2002,5,446545244,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1297118346M/4983.JPG
4278,"ANGEL (MAXIMUM RIDE, #7)",JAMES PATTERSON,YOUNGADULT,139,2011,5,425176088,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1272836170M/7201913.JPG
4279,AIRPORT,ARTHUR HAILEY,YOUNGADULT,176,1968,5,28500,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309288724M/124918.JPG
4280,"MY FAVORITE MISTAKE (MY FAVORITE MISTAKE, #1)",CHELSEA M. CAMERON,YOUNGADULT,130,2012,5,441017029,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361713404M/15748898.JPG
4281,"MAGIC STRIKES (KATE DANIELS, #3)",ILONA ANDREWS,SCIENCE,132,2009,5,743437314,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1221738233M/4345498.JPG
4282,"THE MERCHANT OF DEATH (PENDRAGON, #1)",D.J. MACHALE,SCIENCEFICTION,146,2002,5,20916,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351196725M/833710.JPG
4283,"HARD LUCK (DIARY OF A WIMPY KID, #8)",JEFF KINNEY,CLASSIC,170,2013,5,553381652,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1376473492M/17733898.JPG
4284,"THE PLAINS OF PASSAGE (EARTH'S CHILDREN, #4)",JEAN M. AUEL,HORROR,216,1990,5,310245656,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1324059606M/74389.JPG
4285,WHAT'S SO AMAZING ABOUT GRACE?,PHILIP YANCEY,CLASSIC,140,1997,5,316212822,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328050483M/53817.JPG
4286,"THIS IS WHAT HAPPY LOOKS LIKE (THIS IS WHAT HAPPY LOOKS LIKE, #1)",JENNIFER E. SMITH,CRIME,140,2013,5,6280838,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344444283M/15790873.JPG
4287,SURPRISED BY JOY: THE SHAPE OF MY EARLY LIFE,C.S. LEWIS,CRIME,177,1955,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1381407473M/121732.JPG
4288,VAMPIRE ACADEMY: THE ULTIMATE GUIDE (VAMPIRE ACADEMY),"MICHELLE ROWEN, RICHELLE MEAD",SCIENCEFICTION,107,2011,5,451239350,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327901152M/10661081.JPG
4289,"LOVER AT LAST (BLACK DAGGER BROTHERHOOD, #11)",J.R. WARD,TRAVEL,137,2013,5,441068804,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1339084717M/13570854.JPG
4290,"THE BLUE SWORD (DAMAR, #1)",ROBIN MCKINLEY,TRAVEL,138,1982,5,49600,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1286927812M/407813.JPG
4291,SUPER SAD TRUE LOVE STORY,GARY SHTEYNGART,CRIME,149,2010,5,141439629,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320540909M/7334201.JPG
4292,"MINE TILL MIDNIGHT (THE HATHAWAYS, #1)",LISA KLEYPAS,TRAVEL,152,2007,5,42484,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1380326170M/693016.JPG
4293,UNBEARABLE LIGHTNESS: A STORY OF LOSS AND GAIN,PORTIA DE ROSSI,CRIME,118,2010,5,312358342,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1292739170M/9219901.JPG
4294,THE LEFTOVERS,TOM PERROTTA,SCIENCE,153,2011,5,399157220,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1404872433M/10762469.JPG
4295,THE WEIRD SISTERS,ELEANOR BROWN,TRAVEL,136,2011,5,70312,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1280449598M/8573020.JPG
4296,"THE KISS OF DECEPTION (THE REMNANT CHRONICLES, #1)",MARY E. PEARSON,SCIENCE,116,2014,5,842313079,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1389804901M/16429619.JPG
4297,"AN ECHO IN THE DARKNESS (MARK OF THE LION, #2)",FRANCINE RIVERS,ADVENTURE,127,1994,5,60731486,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1481920193M/46601.JPG
4298,THE OTHER SIDE OF THE STORY,MARIAN KEYES,PHILOSOPHY,159,2004,5,41328,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407107814M/9302.JPG
4299,A GAME OF YOU (THE SANDMAN #5),"NEIL GAIMAN, SHAWN MCMANUS, COLLEEN DORAN, BRYAN TALBOT, GEORGE PRATT, STAN WOCH, DICK GIORDANO, TODD KLEIN",SCIENCE,133,1993,5,380821214,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1312279891M/25102.JPG
4300,"ERIC (DISCWORLD, #9; RINCEWIND #4)",TERRY PRATCHETT,SCIENCE,180,1990,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377865202M/64218.JPG
4301,"GREGOR AND THE CODE OF CLAW (UNDERLAND CHRONICLES, #5)",SUZANNE COLLINS,BIOGRAPHY,145,2007,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1365854331M/537070.JPG
4302,"THE DIVINERS (THE DIVINERS, #1)",LIBBA BRAY,SCIENCE,148,2012,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1336424966M/7728889.JPG
4303,FLATLAND: A ROMANCE OF MANY DIMENSIONS,"EDWIN A. ABBOTT, BANESH HOFFMANN",ADVENTURE,666,1884,5,61566179,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1435435775M/433567.JPG
4304,"WANTED (PRETTY LITTLE LIARS, #8)",SARA SHEPARD,SCIENCE,123,2010,5,440222656,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1325823986M/3047851.JPG
4305,THE HORSE WHISPERER,NICHOLAS EVANS,PHILOSOPHY,211,1995,5,60932147,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320410310M/479415.JPG
4306,THE BOOK OF LAUGHTER AND FORGETTING,"MILAN KUNDERA, AARON ASHER",SCIENCEFICTION,212,1979,5,60735422,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1446568718M/240976.JPG
4307,"PRACTICAL DEMONKEEPING (PINE COVE, #1)",CHRISTOPHER MOORE,SCIENCEFICTION,147,1992,5,22586,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429229158M/33457.JPG
4308,"BATMAN, VOLUME 1: THE COURT OF OWLS","SCOTT SNYDER, GREG CAPULLO, JONATHAN GLAPION",SCIENCE,127,2012,5,60931728,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1342307351M/13223349.JPG
4309,ARIEL,SYLVIA PLATH,SCIENCE,167,1965,5,758278454,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1442258738M/395090.JPG
4310,WHAT SHE LEFT BEHIND,ELLEN MARIE WISEMAN,HORROR,129,2013,5,62071041,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1373226871M/17802747.JPG
4311,"PARTIALS (PARTIALS SEQUENCE, #1)",DAN WELLS,TRAVEL,137,2012,5,62259652,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1337468746M/12476820.JPG
4312,BIRD BOX,JOSH MALERMAN,SCIENCE,149,2014,5,345545834,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1383949470M/18498558.JPG
4313,"CLAIM ME (STARK TRILOGY, #2)",J. KENNER,HISTORY,132,2013,5,515133876,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358614559M/16099159.JPG
4314,"NARCISSUS IN CHAINS (ANITA BLAKE, VAMPIRE HUNTER, #10)",LAURELL K. HAMILTON,PHILOSOPHY,138,2001,5,16626,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1386179578M/30248.JPG
4315,CATCH ME IF YOU CAN: THE TRUE STORY OF A REAL FAKE,"FRANK W. ABAGNALE, STAN REDDING",BIOGRAPHY,173,1980,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358730242M/138269.JPG
4316,"IN TOO DEEP (THE 39 CLUES, #6)",JUDE WATSON,YOUNGADULT,134,2009,5,62217135,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1357211047M/6389704.JPG
4317,THE BEGINNING OF EVERYTHING,ROBYN SCHNEIDER,SCIENCE,136,2013,5,20008,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1366395005M/13522285.JPG
4318,AS YOU WISH: INCONCEIVABLE TALES FROM THE MAKING OF THE PRINCESS BRIDE,"CARY ELWES, JOE LAYDEN, VARIOUS, ROB REINER",HORROR,101,2014,5,385351232,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1418103917M/21412202.JPG
4319,LONGBOURN,JO BAKER,SCIENCEFICTION,164,2013,5,765375869,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1452268403M/17380041.JPG
4320,"LOCK IN (LOCK IN, #1)",JOHN SCALZI,SCIENCE,129,2014,5,385418868,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1438701397M/21418013.JPG
4321,THE POWER OF MYTH,"JOSEPH CAMPBELL, BILL MOYERS",YOUNGADULT,146,1988,5,722536542,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327878742M/35519.JPG
4322,THE FIFTH MOUNTAIN,PAULO COELHO,SCIENCE,243,1996,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358268472M/4005.JPG
4323,"UNDEAD AND UNWED (UNDEAD, #1)",MARYJANICE DAVIDSON,HISTORY,138,2004,5,17532,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1298768655M/421129.JPG
4324,THE MUSEUM OF EXTRAORDINARY THINGS,ALICE HOFFMAN,BIOGRAPHY,130,2014,5,380014300,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1392575125M/18144053.JPG
4325,NINE PRINCES IN AMBER (THE CHRONICLES OF AMBER #1),ROGER ZELAZNY,PHILOSOPHY,179,1970,5,545326990,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1416090973M/92121.JPG
4326,DRAMA,"RAINA TELGEMEIER, GURIHIRU",SCIENCE,108,2012,5,62218360,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1330157763M/13436373.JPG
4327,THINK LIKE A FREAK,"STEVEN D. LEVITT, STEPHEN J. DUBNER",HORROR,148,2014,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395610974M/17331349.JPG
4328,"SAILOR MOON, #1 (SAILOR MOON, #1)",NAOKO TAKEUCHI,ADVENTURE,110,1992,5,316069418,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327981776M/500503.JPG
4329,"THE DROP (HARRY BOSCH, #17; HARRY BOSCH UNIVERSE, #21)",MICHAEL CONNELLY,PHILOSOPHY,174,2011,5,545060486,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327935031M/11082037.JPG
4330,"THE EMPEROR'S CODE (THE 39 CLUES, #8)",GORDON KORMAN,SCIENCEFICTION,126,2010,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1357211054M/6545536.JPG
4331,"MISTBORN TRILOGY BOXED SET (MISTBORN, #1-3)",BRANDON SANDERSON,SCIENCEFICTION,115,2009,5,670026328,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1257442247M/6604209.JPG
4332,"THE SECRET PLACE (DUBLIN MURDER SQUAD, #5)",TANA FRENCH,CRIME,144,2014,5,60788380,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1396671263M/20821043.JPG
4333,"FOR A FEW DEMONS MORE (THE HOLLOWS, #5)",KIM HARRISON,HORROR,137,2007,5,62104896,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1319592584M/30259.JPG
4334,"THE SCHOOL FOR GOOD AND EVIL (THE SCHOOL FOR GOOD AND EVIL, #1)",SOMAN CHAINANI,SCIENCE,140,2013,5,446407410,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1490529205M/16248113.JPG
4335,DEWEY: THE SMALL-TOWN LIBRARY CAT WHO TOUCHED THE WORLD,"VICKI MYRON, BRET WITTER",CRIME,203,2008,5,43254,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1398144610M/3257136.JPG
4336,"NEVER FADE (THE DARKEST MINDS, #2)",ALEXANDRA BRACKEN,TRAVEL,135,2013,5,140230270,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1368460550M/16150830.JPG
4337,HARVESTING THE HEART,JODI PICOULT,PHILOSOPHY,144,1993,5,62278789,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309198959M/10908.JPG
4338,"DIVERGENT SERIES COMPLETE BOX SET (DIVERGENT, #1-3)",VERONICA ROTH,CRIME,126,2013,5,451471474,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1372682053M/17383994.JPG
4339,I WAS HERE,GAYLE FORMAN,HORROR,154,2015,5,425205754,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1405960366M/18879761.JPG
4340,MONTANA SKY,NORA ROBERTS,SCIENCEFICTION,174,1996,5,25652,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309197209M/114144.JPG
4341,"NECESSARY LIES (NECESSARY LIES, #1)",DIANE CHAMBERLAIN,HORROR,125,2013,5,316187747,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1362226103M/17286747.JPG
4342,"THEFT OF SWORDS (THE RIYRIA REVELATIONS, #1-2)",MICHAEL J. SULLIVAN,SCIENCEFICTION,121,2011,5,670061107,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1307959785M/10790290.JPG
4343,THAT SUMMER,SARAH DESSEN,HORROR,139,1996,5,679723056,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309197116M/104379.JPG
4344,WHAT WE TALK ABOUT WHEN WE TALK ABOUT LOVE,RAYMOND CARVER,PHILOSOPHY,172,1981,5,68646,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1475474209M/11438.JPG
4345,"EXISTENCE (EXISTENCE TRILOGY, #1)",ABBI GLINES,SCIENCE,114,2004,5,62067753,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327184429M/13223520.JPG
4346,"THE LONG EARTH (THE LONG EARTH, #1)","TERRY PRATCHETT, STEPHEN BAXTER",SCIENCEFICTION,143,2012,5,747541604,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1335532694M/13147230.JPG
4347,"THE GASHLYCRUMB TINIES (THE VINEGAR WORKS, #1)",EDWARD GOREY,BIOGRAPHY,108,1963,5,451209338,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327933644M/47558.JPG
4348,"THE KILL ARTIST (GABRIEL ALLON, #1)",DANIEL SILVA,TRAVEL,145,2000,5,425181111,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391616227M/93794.JPG
4349,STRANGERS,DEAN KOONTZ,TRAVEL,162,1986,5,142406120,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308458895M/15676.JPG
4350,"POINT BLANK (ALEX RIDER, #2)",ANTHONY HOROWITZ,CRIME,191,2001,5,156904365,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375494413M/224500.JPG
4351,TILL WE HAVE FACES,C.S. LEWIS,SCIENCE,170,1956,5,425147584,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1381692105M/17343.JPG
4352,"DEBT OF HONOR (JACK RYAN UNIVERSE, #8)",TOM CLANCY,HISTORY,157,1994,5,425230074,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1310086695M/19670.JPG
4353,"BED OF ROSES (BRIDE QUARTET, #2)",NORA ROBERTS,CLASSIC,168,2009,5,445406518,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1316972420M/6070950.JPG
4354,CROCODILE ON THE SANDBANK (AMELIA PEABODY #1),ELIZABETH PETERS,CLASSIC,172,1975,5,679800034,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1306096774M/188230.JPG
