,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,writer,isbn,page_num,pub_year,rating,image_url,genres
4003,4003,4003,4003,HOMAGE TO CATALONIA,"GEORGE ORWELL, LIONEL TRILLING",156421178,251,1938.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1394868278M/9646.JPG,CRIME
4004,4004,4004,4004,GOOD GRIEF,LOLLY WINSTON,446694843,152,2004.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4005,4005,4005,4005,"A KNIGHT OF THE SEVEN KINGDOMS (THE TALES OF DUNK AND EGG, #1-3)","GEORGE R.R. MARTIN, GARY GIANNI",345533488,179,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1423281810M/18635622.JPG,SCIENCE
4006,4006,4006,4006,"MISGUIDED ANGEL (BLUE BLOODS, #5)",MELISSA DE LA CRUZ,1423121287,124,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1322343431M/7747263.JPG,TEXTBOOK
4007,4007,4007,4007,"UNDENIABLE (UNDENIABLE, #1)",MADELINE SHEEHAN,,115,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1356218855M/16109563.JPG,PHILOSOPHY
4008,4008,4008,4008,FOUR BLONDES,CANDACE BUSHNELL,080213825X,157,2000.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
4009,4009,4009,4009,THERE WAS AN OLD LADY WHO SWALLOWED A FLY (CLASSIC BOOKS),PAM ADAMS,859537277,123,1973.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1413746503M/949709.JPG,YOUNGADULT
4010,4010,4010,4010,"THE GIRL IN THE ICE (DETECTIVE ERIKA FOSTER, #1)",ROBERT BRYNDZA,,127,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1450369120M/28233082.JPG,PHILOSOPHY
4011,4011,4011,4011,"BUFFY THE VAMPIRE SLAYER: THE LONG WAY HOME (SEASON 8, #1)","JOSS WHEDON, GEORGES JEANTY",1593078226,113,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331332425M/1270615.JPG,SCIENCE
4012,4012,4012,4012,MEDIUM RAW: A BLOODY VALENTINE TO THE WORLD OF FOOD AND THE PEOPLE WHO COOK,ANTHONY BOURDAIN,61718947,134,2010.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4013,4013,4013,4013,"EMILY OF NEW MOON (EMILY, #1)",L.M. MONTGOMERY,055323370X,237,1923.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327883976M/3562.JPG,SCIENCEFICTION
4014,4014,4014,4014,HEART OF A DOG,"MIKHAIL BULGAKOV, MIRRA GINSBURG, MIKHAIL BULGAKOV",802150594,275,1925.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1457906509M/113205.JPG,TRAVEL
4015,4015,4015,4015,GRENDEL,JOHN GARDNER,679723110,148,1970.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
4016,4016,4016,4016,"THE PALE HORSEMAN (THE SAXON STORIES, #2)",BERNARD CORNWELL,61144835,178,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1421710510M/68528.JPG,SCIENCE
4017,4017,4017,4017,CHAOS: MAKING A NEW SCIENCE,JAMES GLEICK,140092501,161,1987.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327941595M/64582.JPG,TEXTBOOK
4018,4018,4018,4018,MARVELS,"KURT BUSIEK, ALEX ROSS",785100490,141,1993.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
4019,4019,4019,4019,A HOLOGRAM FOR THE KING,DAVE EGGERS,193636574X,162,2012.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1337179987M/13722902.JPG,CRIME
4020,4020,4020,4020,THE FUTURE OF US,"JAY ASHER, CAROLYN MACKLER",1595144919,140,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1366214559M/10959277.JPG,SCIENCE
4021,4021,4021,4021,"CROSS COUNTRY (ALEX CROSS, #14)",JAMES PATTERSON,316024643,153,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344270626M/1713912.JPG,HORROR
4022,4022,4022,4022,"ROCK CHICK (ROCK CHICK, #1)",KRISTEN ASHLEY,1849231842,114,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1266750153M/6538757.JPG,YOUNGADULT
4023,4023,4023,4023,"THE PROGRAM (THE PROGRAM, #1)",SUZANNE YOUNG,1442445807,120,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344986164M/11366397.JPG,TRAVEL
4024,4024,4024,4024,"CITY OF BONES (HARRY BOSCH, #8; HARRY BOSCH UNIVERSE, #10)",MICHAEL CONNELLY,446699535,202,2002.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
4025,4025,4025,4025,JUDAS UNCHAINED,PETER F. HAMILTON,345461665,136,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1316501189M/45244.JPG,HISTORY
4026,4026,4026,4026,"MORALITY FOR BEAUTIFUL GIRLS (NO. 1 LADIES' DETECTIVE AGENCY, #3)",ALEXANDER MCCALL SMITH,1400031362,166,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1379303019M/7035.JPG,CRIME
4027,4027,4027,4027,GOING TOO FAR,JENNIFER ECHOLS,1416571736,115,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1276962788M/4570679.JPG,CRIME
4028,4028,4028,4028,THE SON,PHILIPP MEYER,62120395,153,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355349098M/16240761.JPG,TEXTBOOK
4029,4029,4029,4029,"THE DREAM HUNTER (DARK-HUNTER #10, DREAM-HUNTER #1)",SHERRILYN KENYON,312938810,128,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1437696622M/84132.JPG,HORROR
4030,4030,4030,4030,ISLAND OF THE SEQUINED LOVE NUN,"CHRISTOPHER MOORE, OLIVER WYMAN",60735449,127,1997.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1168444146M/33455.JPG,BIOGRAPHY
4031,4031,4031,4031,ALL THE UGLY AND WONDERFUL THINGS,BRYN GREENWOOD,1250074134,107,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1500552983M/26114135.JPG,CRIME
4032,4032,4032,4032,THE MOON AND MORE,SARAH DESSEN,670785601,124,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1426912781M/16101126.JPG,TEXTBOOK
4033,4033,4033,4033,TIME ENOUGH FOR LOVE,ROBERT A. HEINLEIN,,153,1973.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
4034,4034,4034,4034,THE BAREFOOT CONTESSA COOKBOOK,"INA GARTEN, MELANIE ACEVEDO",609602195,104,1999.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
4035,4035,4035,4035,"VIRALS (VIRALS, #1)","KATHY REICHS, BRENDAN REICHS",1595143424,150,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1278653923M/7800188.JPG,SCIENCE
4036,4036,4036,4036,"AN INVISIBLE THREAD: THE TRUE STORY OF AN 11-YEAR-OLD PANHANDLER, A BUSY SALES EXECUTIVE, AND AN UNLIKELY MEETING WITH DESTINY","LAURA SCHROFF, ALEX TRESNIOWSKI, VALERIE SALEMBIER",,127,2010.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4037,4037,4037,4037,"MARKED / BETRAYED / CHOSEN / UNTAMED (HOUSE OF NIGHT, #1-4)","P.C. CAST, KRISTIN CAST",312372132,103,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1402947128M/6167746.JPG,BIOGRAPHY
4038,4038,4038,4038,MENNONITE IN A LITTLE BLACK DRESS: A MEMOIR OF GOING HOME,RHODA JANZEN,080508925X,122,2009.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
4039,4039,4039,4039,THE SIMPLE TRUTH,DAVID BALDACCI,446607711,172,1998.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,PHILOSOPHY
4040,4040,4040,4040,"THE CITY OF MIRRORS (THE PASSAGE, #3)",JUSTIN CRONIN,034550500X,103,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1447866792M/26891429.JPG,CRIME
4041,4041,4041,4041,"RAMONA FOREVER (RAMONA, #7)",BEVERLY CLEARY,038072801X,152,1984.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
4042,4042,4042,4042,ANNE FRANK: BEYOND THE DIARY - A PHOTOGRAPHIC REMEMBRANCE,"RUUD VAN DER ROL, RIAN VERHOEVEN, ANNA QUINDLEN, ANNE FRANK, TONY LANGHAM, PLYM PETERS",140369260,112,1992.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
4043,4043,4043,4043,"KUSHIEL'S CHOSEN (PHÈDRE'S TRILOGY, #2)",JACQUELINE CAREY,765345048,134,2002.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1395020871M/395962.JPG,SCIENCEFICTION
4044,4044,4044,4044,HALF GIRLFRIEND,CHETAN BHAGAT,8129135728,108,2014.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407223058M/22874559.JPG,CLASSIC
4045,4045,4045,4045,THE FAR SIDE GALLERY 3,GARY LARSON,836218310,107,1984.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
4046,4046,4046,4046,"PARABLE OF THE SOWER (EARTHSEED, #1)",OCTAVIA E. BUTLER,446675504,133,1993.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
4047,4047,4047,4047,"11TH HOUR (WOMEN'S MURDER CLUB, #11)","JAMES PATTERSON, MAXINE PAETRO",1846057914,147,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328409443M/11872242.JPG,SCIENCE
4048,4048,4048,4048,"EARTH UNAWARE (THE FIRST FORMIC WAR, #1)","ORSON SCOTT CARD, AARON JOHNSTON",765329042,119,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327948408M/13151129.JPG,CLASSIC
4049,4049,4049,4049,WHEN THINGS FALL APART: HEART ADVICE FOR DIFFICULT TIMES,PEMA CHÖDRÖN,1570623449,148,1996.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320553046M/687278.JPG,TEXTBOOK
4050,4050,4050,4050,THE AMERICAN HEIRESS,DAISY GOODWIN,312658656,138,2010.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1307342832M/9999107.JPG,SCIENCE
4051,4051,4051,4051,"SEEDS OF YESTERDAY (DOLLANGANGER, #4)",V.C. ANDREWS,671729489,162,1984.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1321685100M/659612.JPG,SCIENCE
4052,4052,4052,4052,THE THREE LITTLE PIGS (DISNEY CLASSIC),"AL DEMPSTER, MILT BANTA, GOLDEN BOOKS, WALT DISNEY COMPANY",736423125,104,1948.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
4053,4053,4053,4053,ANDY GOLDSWORTHY: A COLLABORATION WITH NATURE,ANDY GOLDSWORTHY,810933519,101,1990.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
4054,4054,4054,4054,JESUS' SON,DENIS JOHNSON,60975776,137,1992.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
4055,4055,4055,4055,"THE LAST MAN (MITCH RAPP, #13)",VINCE FLYNN,141659521X,127,2012.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
4056,4056,4056,4056,SAVING FISH FROM DROWNING,AMY TAN,034546401X,164,2005.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCEFICTION
4057,4057,4057,4057,LOVE ANTHONY,LISA GENOVA,1439164681,128,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1339757265M/13547381.JPG,SCIENCE
4058,4058,4058,4058,PURPLE COW: TRANSFORM YOUR BUSINESS BY BEING REMARKABLE,SETH GODIN,159184021X,146,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309203098M/641604.JPG,CRIME
4059,4059,4059,4059,"THE LAST STAR (THE 5TH WAVE, #3)",RICK YANCEY,399162437,156,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1444237685M/16131489.JPG,BIOGRAPHY
4060,4060,4060,4060,"SCOTT PILGRIM, VOLUME 4: SCOTT PILGRIM GETS IT TOGETHER","BRYAN LEE O'MALLEY, STEVE BUCCELLATO",1932664491,124,2007.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
4061,4061,4061,4061,QB VII,LEON URIS,055327094X,148,1970.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359742726M/426825.JPG,SCIENCE
4062,4062,4062,4062,"THE AERONAUT'S WINDLASS (THE CINDER SPIRES, #1)",JIM BUTCHER,451466802,119,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1425415066M/24876258.JPG,HORROR
4063,4063,4063,4063,FROM HELL,"ALAN MOORE, EDDIE CAMPBELL, PETE MULLINS",861661419,137,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327894621M/23529.JPG,CLASSIC
4064,4064,4064,4064,"BLACK ROSE (IN THE GARDEN, #2)",NORA ROBERTS,739453823,167,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1298119100M/86321.JPG,SCIENCE
4065,4065,4065,4065,"THE PERFECT HUSBAND (QUINCY & RAINIE, #1)",LISA GARDNER,553587692,139,1997.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4066,4066,4066,4066,THE EIGHT (THE EIGHT #1),KATHERINE NEVILLE,345366239,202,1988.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4067,4067,4067,4067,"DADDY-LONG-LEGS (DADDY-LONG-LEGS, #1)",JEAN WEBSTER,,452,1912.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1339593021M/1499952.JPG,SCIENCEFICTION
4068,4068,4068,4068,EAST,EDITH PATTOU,152052216,126,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1277997811M/161887.JPG,PHILOSOPHY
4069,4069,4069,4069,"DRAGONQUEST (PERN, #2)",ANNE MCCAFFREY,345335082,173,1971.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1307994633M/127584.JPG,HORROR
4070,4070,4070,4070,CIVILIZATION AND ITS DISCONTENTS,"SIGMUND FREUD, JAMES STRACHEY, PETER GAY",393301583,256,1930.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4071,4071,4071,4071,A STREET CAT NAMED BOB: HOW ONE MAN AND HIS CAT FOUND HOPE ON THE STREETS,JAMES BOWEN,1444737090,188,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1331779332M/12394068.JPG,CRIME
4072,4072,4072,4072,"COMPLETE ME (STARK TRILOGY, #3)",J. KENNER,345545850,132,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1363420378M/17411703.JPG,BIOGRAPHY
4073,4073,4073,4073,"FOOL'S ASSASSIN (THE FITZ AND THE FOOL, #1)",ROBIN HOBB,553392425,129,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1393886110M/19288321.JPG,BIOGRAPHY
4074,4074,4074,4074,"ASTONISHING X-MEN, VOLUME 1: GIFTED","JOSS WHEDON, JOHN CASSADAY",785115315,121,2004.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1500464817M/31979.JPG,HORROR
4075,4075,4075,4075,"FRAGILE ETERNITY (WICKED LOVELY, #3)",MELISSA MARR,006121471X,136,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327813714M/5152561.JPG,BIOGRAPHY
4076,4076,4076,4076,"THE GAMBLE (COLORADO MOUNTAIN, #1)",KRISTEN ASHLEY,,117,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327890208M/11227041.JPG,BIOGRAPHY
4077,4077,4077,4077,THE GREAT AND SECRET SHOW (BOOK OF THE ART #1),CLIVE BARKER,006093316X,144,1989.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407710558M/32628.JPG,HISTORY
4078,4078,4078,4078,THE MOTHER TONGUE: ENGLISH AND HOW IT GOT THAT WAY,BILL BRYSON,380715430,128,1990.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1388209925M/29.JPG,BIOGRAPHY
4079,4079,4079,4079,THE GEOGRAPHY OF BLISS: ONE GRUMP'S SEARCH FOR THE HAPPIEST PLACES IN THE WORLD,ERIC    WEINER,446580260,134,2008.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
4080,4080,4080,4080,I AM CHARLOTTE SIMMONS,TOM WOLFE,312424442,153,2004.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4081,4081,4081,4081,"THE MISTAKE (OFF-CAMPUS, #2)",ELLE KENNEDY,151166066X,135,2015.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1447598937M/25564665.JPG,HORROR
4082,4082,4082,4082,"MATCH ME IF YOU CAN (CHICAGO STARS, #6)",SUSAN ELIZABETH PHILLIPS,60734566,151,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327154923M/73089.JPG,HISTORY
4083,4083,4083,4083,"HEAVEN AND EARTH (THREE SISTERS ISLAND, #2)",NORA ROBERTS,749932821,175,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1345222134M/59830.JPG,YOUNGADULT
4084,4084,4084,4084,THE BAD PLACE,DEAN KOONTZ,425195481,179,1989.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HISTORY
4085,4085,4085,4085,"CRAZY LITTLE THING (BELL HARBOR, #1)",TRACY BROGAN,,127,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361951139M/17204568.JPG,BIOGRAPHY
4086,4086,4086,4086,AVALON HIGH,MEG CABOT,60755865,142,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1172542154M/187812.JPG,CLASSIC
4087,4087,4087,4087,"THE TWILIGHT SAGA: THE OFFICIAL ILLUSTRATED GUIDE (TWILIGHT, #4.5)",STEPHENIE MEYER,316043125,135,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344265906M/3609763.JPG,HORROR
4088,4088,4088,4088,SUMMER ISLAND,KRISTIN HANNAH,345483448,157,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320540976M/297135.JPG,SCIENCEFICTION
4089,4089,4089,4089,CELEBRATION OF DISCIPLINE: THE PATH TO SPIRITUAL GROWTH,RICHARD J. FOSTER,60628391,153,1978.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
4090,4090,4090,4090,THE PRIME OF MISS JEAN BRODIE,MURIEL SPARK,60931736,203,1961.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1379598918M/517188.JPG,TEXTBOOK
4091,4091,4091,4091,"SLOPPY FIRSTS (JESSICA DARLING, #1)",MEGAN MCCAFFERTY,609807900,119,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320531275M/138202.JPG,CLASSIC
4092,4092,4092,4092,"FORGIVE ME, LEONARD PEACOCK",MATTHEW QUICK,316221333,137,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1370282544M/13477676.JPG,TEXTBOOK
4093,4093,4093,4093,"A LONG WAY FROM CHICAGO (A LONG WAY FROM CHICAGO, #1)",RICHARD PECK,142401102,131,1998.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4094,4094,4094,4094,CRADLE AND ALL,JAMES PATTERSON,446609404,168,1980.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
4095,4095,4095,4095,BRINGING DOWN THE HOUSE: THE INSIDE STORY OF SIX M.I.T. STUDENTS WHO TOOK VEGAS FOR MILLIONS,BEN MEZRICH,743225708,147,2002.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
4096,4096,4096,4096,THIS ONE SUMMER,"MARIKO TAMAKI, JILLIAN TAMAKI",1626720940,117,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1456895195M/18465566.JPG,TRAVEL
4097,4097,4097,4097,THE NEXT BEST THING,JENNIFER WEINER,,125,2012.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1334300363M/13184572.JPG,BIOGRAPHY
4098,4098,4098,4098,THE HEROIN DIARIES: A YEAR IN THE LIFE OF A SHATTERED ROCK STAR,NIKKI SIXX,1847371663,120,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408936840M/1883838.JPG,SCIENCEFICTION
4099,4099,4099,4099,TINKERS,PAUL HARDING,1934137197,153,2008.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1364258693M/4957350.JPG,BIOGRAPHY
4100,4100,4100,4100,"THE DRUID OF SHANNARA (HERITAGE OF SHANNARA, #2)",TERRY BROOKS,1857233808,148,1991.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
4101,4101,4101,4101,STEPBROTHER DEAREST,PENELOPE WARD,1502446936,121,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1407407844M/22843341.JPG,BIOGRAPHY
4102,4102,4102,4102,EINSTEIN'S DREAMS,ALAN LIGHTMAN,140007780X,173,1992.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
4103,4103,4103,4103,DEMONS,"FYODOR DOSTOYEVSKY, RICHARD PEVEAR, LARISSA VOLOKHONSKY",679734511,555,1872.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1386958613M/5695.JPG,PHILOSOPHY
4104,4104,4104,4104,SEIZE THE NIGHT (DARK-HUNTER #6),SHERRILYN KENYON,749935871,135,2004.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348418164M/84144.JPG,HISTORY
4105,4105,4105,4105,NOTES FROM UNDERGROUND,"FYODOR DOSTOYEVSKY, CHRISTIAN REDL, PHILIP DOSSICK, EMANUELA GUERCETTI, MICHELLE-IRÈNE BRUDNY, RICHARD PEVEAR, NORMAN DIETZ, DONALD FANGER, CODERATI, BORIS DE SCHLŒZER, LARISSA VOLOKHONSKY",067973452X,791,1864.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327909683M/49455.JPG,HISTORY
4106,4106,4106,4106,HARRY POTTER: A POP-UP BOOK: BASED ON THE FILM PHENOMENON,"ANDREW WILLIAMSON, ANDREW WILLIAMSON",1608870081,101,2010.0,5.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1328739344M/8346300.JPG,HORROR
4107,4107,4107,4107,PORTRAIT IN SEPIA,"ISABEL ALLENDE, MARGARET SAYERS PEDEN",60898488,193,2000.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1379900929M/85987.JPG,HORROR
4108,4108,4108,4108,MAKING FACES,AMY HARMON,,139,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1378983590M/18301124.JPG,TRAVEL
4109,4109,4109,4109,Q & A,VIKAS SWARUP,739467042,242,2005.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
4110,4110,4110,4110,THE TRESPASSER (DUBLIN MURDER SQUAD #6),TANA FRENCH,670026336,127,2016.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1462998307M/29430013.JPG,TRAVEL
